iter	Logloss
0	0.5701026595
1	0.4983945675
2	0.418468959
3	0.3687315643
4	0.331887457
5	0.3056625691
6	0.282035863
7	0.2624419796
8	0.2423220581
9	0.2263017983
10	0.2137234143
11	0.2020714612
12	0.1927447331
13	0.1829067305
14	0.1726670422
15	0.1651299122
16	0.1565624939
17	0.1522743413
18	0.1467153898
19	0.1422394441
20	0.1381726252
21	0.1351593576
22	0.1315345092
23	0.1277335302
24	0.1247692932
25	0.1211772603
26	0.1168695801
27	0.1144423066
28	0.1120128338
29	0.1096497792
30	0.1074273291
31	0.1056940219
32	0.1024302175
33	0.1006758107
34	0.09874916176
35	0.09726199948
36	0.09585623106
37	0.09369658263
38	0.09159747414
39	0.08927435089
40	0.08786232959
41	0.0868559704
42	0.08447956537
43	0.0824125816
44	0.08056423372
45	0.07909190633
46	0.07784345258
47	0.07626813431
48	0.07532447598
49	0.07391492209
50	0.0729081302
51	0.0714385749
52	0.07067048864
53	0.06960822885
54	0.06870404959
55	0.06776638326
56	0.06676659001
57	0.06617075306
58	0.0654448478
59	0.06445271686
60	0.06363964524
61	0.06310469454
62	0.06237818829
63	0.06170798998
64	0.06115859563
65	0.06053742181
66	0.05993968115
67	0.0591498334
68	0.05782383031
69	0.05731671199
70	0.05629845229
71	0.05581884948
72	0.05523880279
73	0.05458061867
74	0.05387826423
75	0.05345511359
76	0.05287639818
77	0.0522165512
78	0.05159629338
79	0.05100117814
80	0.05060425998
81	0.05010096753
82	0.04975163858
83	0.04920513016
84	0.04865506649
85	0.04816249549
86	0.04789581417
87	0.04726193128
88	0.04656147497
89	0.04631566981
90	0.04530601899
91	0.04489373705
92	0.04451829448
93	0.04369742106
94	0.04330646811
95	0.04293124982
96	0.04239186257
97	0.04180625988
98	0.04148205112
99	0.04105726792
100	0.04066495839
101	0.0401577893
102	0.03988922215
103	0.03930043256
104	0.03905025539
105	0.03872929693
106	0.03828899275
107	0.03808363026
108	0.0376019574
109	0.03738884072
110	0.03721478776
111	0.03699090083
112	0.03665525852
113	0.0363144124
114	0.0361025523
115	0.0358862525
116	0.03553977758
117	0.03532632032
118	0.03517319186
119	0.03495378977
120	0.03465050446
121	0.03445392408
122	0.03428087999
123	0.03412374666
124	0.03387437332
125	0.03362327977
126	0.03340282246
127	0.03326779491
128	0.03314162437
129	0.03286032988
130	0.03267506481
131	0.03237268713
132	0.03219069707
133	0.03198886673
134	0.03157824169
135	0.03134844504
136	0.03121438065
137	0.031120254
138	0.03097828348
139	0.03070764724
140	0.03042474965
141	0.03020380909
142	0.03011600007
143	0.03005489681
144	0.02992073033
145	0.02970137019
146	0.02945410346
147	0.02934820688
148	0.02922755221
149	0.02904085493
150	0.02897879724
151	0.02889031783
152	0.02880447021
153	0.02864938366
154	0.02845064998
155	0.02808941796
156	0.02799164689
157	0.0277996601
158	0.02765966951
159	0.02744209682
160	0.02731121716
161	0.02697977876
162	0.0268343265
163	0.02675337442
164	0.02660622213
165	0.02651504371
166	0.02639408965
167	0.02626785535
168	0.02614042927
169	0.02600643388
170	0.02574956834
171	0.02554138532
172	0.02546557092
173	0.02522235655
174	0.02518235845
175	0.02509784076
176	0.02499783844
177	0.02494480347
178	0.02482955575
179	0.02475051272
180	0.02467029071
181	0.02454642228
182	0.02449753308
183	0.02441229743
184	0.02428751711
185	0.02420853692
186	0.02415676423
187	0.02406575761
188	0.02397342394
189	0.02391514244
190	0.02384230725
191	0.02367381454
192	0.02355048959
193	0.02347713506
194	0.02340082688
195	0.02327820701
196	0.02318167975
197	0.02311439923
198	0.02295460219
199	0.02287489497
200	0.02282285037
201	0.02272611885
202	0.02264832592
203	0.0225225832
204	0.02239664768
205	0.02226204719
206	0.02217439371
207	0.02204750202
208	0.02198039541
209	0.02192148236
210	0.02173696004
211	0.0216026567
212	0.02147329649
213	0.02136548697
214	0.02127452371
215	0.02119900945
216	0.02105488762
217	0.02092393473
218	0.02085211274
219	0.02075267413
220	0.02063951727
221	0.02055727032
222	0.02049989447
223	0.02030010122
224	0.02021049657
225	0.02013897892
226	0.02002254203
227	0.01994694577
228	0.01982068712
229	0.0197689473
230	0.01968725298
231	0.01961667928
232	0.0195540612
233	0.01948322879
234	0.01943385259
235	0.01932285978
236	0.01928882614
237	0.01923417028
238	0.01917092505
239	0.01907673051
240	0.0190038318
241	0.01892486394
242	0.01886953132
243	0.01882098056
244	0.01877460462
245	0.01869526943
246	0.01854451443
247	0.0185087294
248	0.01844909858
249	0.01839360373
250	0.01825311087
251	0.01811413778
252	0.01802749917
253	0.01788757608
254	0.01785065069
255	0.01779077107
256	0.01774290782
257	0.01769393259
258	0.01753579524
259	0.01746679998
260	0.01741564804
261	0.01739138014
262	0.01730049255
263	0.01726521165
264	0.01719288578
265	0.01716043271
266	0.01709806882
267	0.01703924474
268	0.01697622685
269	0.01687794056
270	0.01685824543
271	0.01678639553
272	0.01672008354
273	0.0166951717
274	0.01664114853
275	0.01655246277
276	0.01654033708
277	0.01646592651
278	0.0163967289
279	0.01635154736
280	0.01631314805
281	0.01626408556
282	0.01619202253
283	0.01616696575
284	0.01599892337
285	0.01595533218
286	0.01585844838
287	0.01578463336
288	0.01570692288
289	0.01564751635
290	0.0155348969
291	0.01547980354
292	0.01545285936
293	0.01543775229
294	0.01541764922
295	0.01532255537
296	0.01523185441
297	0.01519890548
298	0.01516353381
299	0.01512017711
300	0.01510843949
301	0.01503048244
302	0.01495638905
303	0.01490899581
304	0.01489357679
305	0.014861276
306	0.01481285404
307	0.01479328771
308	0.01476486117
309	0.01467197771
310	0.01460467874
311	0.01455597263
312	0.01447637024
313	0.014467864
314	0.01445236437
315	0.01437838435
316	0.01434364485
317	0.01433402276
318	0.01432072443
319	0.01427734204
320	0.01424275974
321	0.01420184688
322	0.01416477286
323	0.01412318423
324	0.01409554916
325	0.01398954008
326	0.01394192445
327	0.01387719043
328	0.0138501949
329	0.01384177928
330	0.01381806774
331	0.01378864509
332	0.01377713256
333	0.01376308678
334	0.0137435773
335	0.01369784686
336	0.01367305368
337	0.01365110572
338	0.01363796994
339	0.01359941252
340	0.01355419617
341	0.01351154896
342	0.01343441868
343	0.01338666057
344	0.01336615563
345	0.01333610504
346	0.01330277561
347	0.01327918916
348	0.01322984466
349	0.01320226824
350	0.01312824008
351	0.01311235545
352	0.01305717433
353	0.01300642806
354	0.01294618462
355	0.01292818843
356	0.01289058857
357	0.0128603866
358	0.01284461862
359	0.01282597712
360	0.01280501466
361	0.01273975
362	0.01271919953
363	0.01264272924
364	0.01262443839
365	0.01256101163
366	0.01251199386
367	0.01249446067
368	0.01246412319
369	0.01241068603
370	0.01239944891
371	0.01238620806
372	0.01234682843
373	0.0123216386
374	0.01227638073
375	0.01223713557
376	0.0122130174
377	0.01220245001
378	0.01217904625
379	0.0121691158
380	0.01214313368
381	0.01210490985
382	0.01207557823
383	0.0120546214
384	0.01199078418
385	0.01196506054
386	0.01190504419
387	0.01187990447
388	0.01185990943
389	0.01184094384
390	0.01183446646
391	0.01181564791
392	0.01178239808
393	0.01173318769
394	0.01169822385
395	0.01165257365
396	0.01163724619
397	0.01163723995
398	0.011574028
399	0.01157401722
400	0.0115740144
401	0.01154111502
402	0.01154111261
403	0.01153557695
404	0.01153557695
405	0.01152560905
406	0.01152559833
407	0.01152559022
408	0.01151695321
409	0.01151693634
410	0.01150491515
411	0.0115048949
412	0.0115048949
413	0.01148844757
414	0.01148844381
415	0.01148843407
416	0.01148842128
417	0.01148841754
418	0.01148840647
419	0.01148840647
420	0.01148840647
421	0.01148840647
422	0.01148839585
423	0.01148838692
424	0.01148838692
425	0.01148838692
426	0.01148838692
427	0.01148838692
428	0.01148838692
429	0.01148838692
430	0.01148838692
431	0.01148838692
432	0.01148838692
433	0.01148838692
434	0.01148838692
435	0.01148838692
436	0.01148837752
437	0.01148837752
438	0.01148837752
439	0.01148837752
440	0.01148837752
441	0.01148837752
442	0.01148837752
443	0.01148837752
444	0.01148837752
445	0.01148835715
446	0.01148835715
447	0.01148835715
448	0.01148835715
449	0.01148835715
450	0.01148835715
451	0.01148835715
452	0.01148835715
453	0.01148835715
454	0.01148835715
455	0.01148835715
456	0.01148835715
457	0.01148835715
458	0.01148835715
459	0.01148835715
460	0.01148835715
461	0.01146811596
462	0.01146811236
463	0.01146810257
464	0.01146809424
465	0.01146809237
466	0.01146809237
467	0.01146808693
468	0.01146808085
469	0.01146808085
470	0.01146807495
471	0.01146806933
472	0.01146806694
473	0.01146806694
474	0.01146806694
475	0.01146806694
476	0.01146806694
477	0.01146806694
478	0.01146806442
479	0.01146806442
480	0.01145556818
481	0.01141662157
482	0.01138361755
483	0.0113577697
484	0.01132124315
485	0.01132122795
486	0.0113212154
487	0.01132121196
488	0.0112945353
489	0.01124525568
490	0.01123746968
491	0.01120287684
492	0.01118506664
493	0.01116875162
494	0.0111481011
495	0.01111234782
496	0.01108578579
497	0.01106920844
498	0.01104661161
499	0.01101935654
500	0.0109833786
501	0.01095680964
502	0.01093344567
503	0.01090683376
504	0.01088145677
505	0.01086730067
506	0.0108365807
507	0.01079953985
508	0.01077261351
509	0.01074329137
510	0.01071700512
511	0.01068938876
512	0.01067816475
513	0.01065273622
514	0.01060738256
515	0.01059696035
516	0.01057277063
517	0.01056348298
518	0.01054448974
519	0.01051866033
520	0.01048152542
521	0.01048151294
522	0.01047504484
523	0.01046516407
524	0.0104651417
525	0.01046512364
526	0.0104488104
527	0.01044190846
528	0.01039628761
529	0.01038114442
530	0.01036901643
531	0.01034935847
532	0.01032324476
533	0.01029417803
534	0.01025778208
535	0.01021741819
536	0.01018284877
537	0.01016503015
538	0.01012606645
539	0.01011276906
540	0.01007650274
541	0.01004613153
542	0.01002068759
543	0.01000356437
544	0.009983220578
545	0.009955712654
546	0.009955683001
547	0.009955638996
548	0.009955638996
549	0.009955638996
550	0.009950965691
551	0.009950964846
552	0.009949319398
553	0.009949310828
554	0.009949299135
555	0.009949292466
556	0.009939884577
557	0.009939875439
558	0.009939868328
559	0.009939861337
560	0.009936923601
561	0.009885266181
562	0.009869880829
563	0.009810482258
564	0.009790316998
565	0.009763446144
566	0.009717911378
567	0.009699077183
568	0.009699072127
569	0.009691544875
570	0.009672739267
571	0.009664277952
572	0.009640941203
573	0.009640934843
574	0.009630560524
575	0.009628578595
576	0.009628563111
577	0.009616900275
578	0.009586832021
579	0.009586831238
580	0.009586831238
581	0.009586831238
582	0.009569027985
583	0.009569027985
584	0.009569027985
585	0.00956902212
586	0.00956902212
587	0.009569019862
588	0.009569019862
589	0.009569019862
590	0.009569019862
591	0.0095690123
592	0.009569011792
593	0.009569008835
594	0.00956899989
